longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.58,33.87,42,765,171,590,177,1.6875,113500
-117.59,33.88,7,3586,959,2695,877,2.4387,117000
-117.59,33.88,13,3239,849,2751,813,2.6111,107000
-117.58,33.88,16,1739,478,1235,420,2.2969,116100
-117.57,33.87,37,621,156,443,135,2.3333,122800
-117.57,33.87,27,1786,287,939,278,5.1929,165000
-117.58,33.87,17,2772,449,1685,461,5.0464,163900
-117.58,33.87,30,701,131,356,125,3.2917,144300
-117.58,33.87,34,1511,272,773,265,3.5313,142100
-117.55,33.85,4,8207,1373,3887,1304,4.8686,195300
-117.56,33.83,28,895,127,346,115,5.4788,339300
-117.58,33.85,6,16431,2640,8222,2553,5.2861,195100
-117.54,33.82,6,202,29,75,28,4.125,216700
-117.55,33.83,6,502,76,228,65,4.2386,500001
-117.56,33.86,25,6964,1066,3240,1036,5.2898,177100
-117.55,33.87,18,8136,1584,4976,1516,3.9414,137100
-117.6,33.87,18,6450,1165,3716,1113,4.2721,150300
-117.6,33.86,23,2949,473,1671,477,5.195,161000
-117.6,33.87,15,7626,1570,3823,1415,3.4419,138100
-117.52,33.84,20,688,146,575,144,3.55,111000
-117.52,33.83,22,2397,400,1347,403,4.46,189800
-117.53,33.83,7,2191,324,1156,310,5.5362,195600
-117.52,33.82,14,3776,580,1877,559,5.1365,215000
-117.36,33.88,15,2857,421,1361,382,4.6875,189800
-117.33,33.9,2,12837,1842,4636,1453,5.1512,187800
-117.34,33.89,17,2678,394,1225,367,5.363,211300
-117.38,33.89,12,3964,524,1707,549,5.1624,267900
-117.36,33.88,10,5600,848,2573,788,5.0346,240500
-117.26,33.86,16,1171,235,659,216,3.1103,110000
-117.33,33.87,14,2300,335,1001,311,5.1045,161300
-117.3,33.85,15,3991,751,2317,657,2.9542,127900
-117.28,33.85,16,3498,702,2372,672,2.3229,118000
-117.43,33.81,13,4770,718,1985,662,4.2273,295200
-117.4,33.76,8,1954,330,973,321,4.4875,249100
-117.4,33.85,9,7538,1125,3450,1077,5.4625,223600
-117.26,33.84,12,1159,209,523,159,2.7232,123200
-117.32,33.87,15,826,138,440,134,4.8125,173900
-117.28,33.89,33,6982,1371,5650,1195,2.5379,152700
-117.34,33.96,15,6437,1298,2805,1205,4.1883,184500
-117.32,33.96,19,3216,666,1363,629,3.7585,144500
-117.34,33.94,20,4589,594,1660,595,7.4141,236500
-117.34,33.94,13,7910,,3382,1176,5.5563,214500
-117.31,33.94,7,11232,1791,4218,1644,5.2713,216500
-117.33,33.98,52,1417,353,881,300,1.9531,162500
-117.33,33.97,8,152,19,1275,20,1.625,162500
-117.34,34,27,321,64,214,67,3.175,101600
-117.34,33.98,10,17286,4952,9851,4616,1.7579,103400
-117.32,33.99,27,5464,850,2400,836,4.711,133500
-117.31,33.97,28,3420,691,1502,656,3.4896,140300
-117.29,33.97,4,18767,3032,8805,2723,4.6667,160600
-117.35,34.01,23,3707,769,1938,658,2.725,95300
-117.34,34.02,28,2683,708,2047,636,2.275,85400
-117.32,34.01,23,3021,527,1580,533,4.4063,129900
-117.24,33.95,11,6617,1118,3710,1087,4.7877,132600
-117.23,33.94,7,13195,2696,6763,2437,3.5851,142000
-117.25,33.95,5,13096,2208,6780,2180,4.2775,138700
-117.23,33.96,5,9179,1361,4573,1294,5.253,163300
-117.21,33.95,5,8403,1240,3962,1150,5.2174,155500
-117.14,33.94,5,4873,639,1947,568,6.3223,223200
-117.21,33.97,3,18356,2537,8437,2342,5.6409,197700
-117.28,33.94,10,972,212,773,219,1.3125,135700
-117.28,33.92,35,3623,841,2721,766,2.1574,86900
-117.27,33.92,13,8443,1744,4885,1470,3.0907,127200
-117.27,33.93,2,337,55,115,49,3.1042,164800
-117.24,33.94,15,1569,423,1123,369,1.6111,113900
-117.24,33.93,12,7105,1447,4520,1333,3.2705,113200
-117.25,33.93,8,10110,1761,5804,1703,4.2654,137600
-117.25,33.92,7,9812,1914,5595,1729,4.1482,124600
-117.23,33.91,9,11654,2100,7596,2127,4.0473,127200
-117.23,33.89,5,11775,2031,6686,1911,4.1953,136600
-117.23,33.94,8,2405,537,1594,517,3.0789,114200
-117.22,33.93,14,5104,1026,3513,972,3.2148,117000
-117.22,33.92,5,16884,2865,9509,2688,4.0938,130900
-117.21,33.93,4,10002,1468,5439,1397,5.0223,152600
-117.16,33.92,12,3236,502,1610,502,4.7568,143500
-117.22,33.9,8,8302,1461,5155,1370,4.0467,121500
-117.13,33.89,4,1611,239,275,84,3.5781,244400
-117.19,33.9,3,21060,3366,9623,2812,4.189,143000
-117.22,33.87,16,56,7,39,14,2.625,500001
-117.24,33.85,8,1031,201,606,179,2.8194,136300
-117.17,33.83,7,77,12,64,15,4.6,187500
-117.2,33.83,14,1265,230,621,173,3.6618,161300
-117.23,33.83,2,1424,251,681,192,4.0833,100000
-117.21,33.82,2,4198,805,1943,673,3.9052,122100
-117.22,33.81,4,9911,1946,5145,1661,3.4237,113700
-117.07,33.67,11,939,187,557,190,2.375,145800
-117.11,33.83,14,2715,500,1540,464,3.8036,139600
-117.11,33.78,13,1914,339,930,304,4.1875,161200
-117.08,33.82,6,1771,293,935,279,4.065,148200
-117.18,33.78,7,1697,424,808,354,1.3417,169300
-117.11,33.75,17,4174,851,1845,780,2.2618,96100
-117.16,33.76,11,4934,929,2508,840,2.625,155400
-117.06,33.78,17,2813,565,1345,488,2.5847,145300
-117.14,33.81,13,4496,756,2044,695,3.2778,148800
-117.22,33.8,3,5284,920,2703,729,4.0717,126500
-117.09,33.71,13,1974,426,1276,408,1.972,90500
-117.07,33.72,16,4928,960,2132,853,2.7983,112500
-117.11,33.74,18,4799,1035,1966,944,2.1182,71300
-117.15,33.7,2,6305,1265,2489,1152,3.1319,111500
-117.16,33.73,10,2381,454,1323,477,2.6322,140700
-117.23,33.79,17,3318,759,2016,673,2.2969,89300
-117.23,33.78,23,3465,703,2672,607,1.9767,81500
-117.23,33.77,5,2108,496,1666,461,2,83000
-117.29,33.83,15,4173,804,2393,713,2.4662,118300
-117.32,33.8,11,3196,576,1757,552,4.0982,173300
-117.26,33.81,22,4249,922,2405,846,2.1549,146500
-117.24,33.77,9,6907,1379,3665,1290,2.8401,104200
-116.96,33.52,9,2802,471,1155,421,4.125,392100
-117.02,33.6,7,1972,352,964,317,3.244,337200
-116.96,33.62,8,1003,167,388,140,4.2917,221900
-117.02,33.71,6,8278,1579,3062,1446,3.0043,134700
-116.91,33.71,19,6807,1164,2703,1055,3.1591,189700
-116.89,33.73,15,2094,316,937,277,5.3623,201300
-116.95,33.68,11,1183,178,543,147,4.4792,173900
-116.9,33.65,15,652,149,248,97,2.1071,93800
-116.92,33.63,18,397,89,239,80,2.8125,143800
-116.99,33.73,13,16148,3474,6159,3232,1.9961,97800
-116.9,33.74,14,2281,426,894,430,2.3712,127900
-116.95,33.75,19,2238,573,1190,507,2.0714,85800
-116.95,33.75,23,4676,1096,2770,1057,1.7847,109500
-116.93,33.75,14,6027,1148,3136,1036,2.964,121500
-116.93,33.74,15,3757,666,1693,654,3.6806,112800
-116.95,33.74,20,2233,431,1024,399,2.4554,89400
-116.96,33.73,20,4735,973,2306,904,3.069,87000
-116.95,33.73,21,4587,810,2233,765,3.2371,94500
-116.95,33.74,18,1996,405,1270,400,2.7083,91200
-116.94,33.74,19,2901,445,1414,475,4.6406,118900
-116.94,33.73,17,5160,851,2344,781,3.7175,120000
-116.93,33.73,13,3603,573,1644,515,4.0433,132300
-116.96,33.75,35,3269,757,2328,705,2.5898,76300
-116.97,33.74,31,2712,628,1519,629,1.942,86200
-116.97,33.75,22,3740,965,2011,824,1.3039,77500
-116.99,33.75,18,9601,2401,4002,2106,1.4366,77000
-116.98,33.74,25,4952,1062,1589,1024,1.8446,85700
-116.97,33.74,20,3674,792,1498,758,2.2161,76900
-116.96,33.74,19,3649,755,1717,696,2.2115,87600
-116.94,33.77,14,7240,1410,2708,1240,2.4145,137600
-117.01,33.75,15,2873,903,1094,659,1.8015,105100
-116.95,33.76,10,6890,1702,3141,1451,1.7079,95900
-116.98,33.77,12,5829,1309,2711,1118,1.9707,107900
-116.99,33.76,12,7626,1704,2823,1554,2.1722,69400
-117,33.74,8,5330,1529,2143,1107,2.1103,94400
-117.02,33.73,14,3700,750,1171,695,1.9476,112500
-116.99,33.77,7,10352,2007,3559,1689,2.2925,113100
-117.02,33.76,20,1317,203,453,158,2.8393,120700
-116.98,33.83,15,2228,472,653,350,2.683,139300
-117.02,33.81,10,6317,1335,2625,1094,2.3,108900
-116.95,33.79,8,10997,2205,5060,1949,2.1979,95300
-116.95,33.79,20,2399,546,1726,542,1.8845,77700
-116.96,33.79,21,2990,691,2108,660,2.0135,83000
-116.97,33.78,24,2680,606,1728,527,2.535,74800
-116.95,33.78,24,3409,804,1939,739,1.7303,74000
-116.89,33.79,12,701,130,434,110,2.0577,56700
-116.87,33.76,5,4116,761,1714,717,2.5612,130800
-116.88,33.74,20,3111,623,1000,508,1.5982,140000
-116.89,33.75,23,2719,538,930,485,2.0154,81700
-116.91,33.75,13,10886,2127,4266,1955,2.3169,123400
-116.86,33.73,13,2604,443,978,417,2.933,170700
-117.04,34,25,3750,781,1594,785,2.4167,104900
-117.06,34,33,1575,326,879,282,2.5357,94400
-117.04,34,21,4624,852,2174,812,3.5255,132100
-116.99,33.99,22,4227,658,1849,619,4.7356,195900
-117.01,33.97,18,4775,886,1868,836,2.3355,118800
-116.95,33.97,14,5320,974,1947,843,3.1393,116300
-116.97,33.96,12,5876,1222,2992,1151,2.4322,112100
-117.11,33.98,25,1254,312,715,301,2.7344,149000
-117.02,33.95,5,1822,367,798,313,2.8783,105200
-117.03,33.89,6,78,11,27,10,3.125,187500
-116.96,33.94,22,1999,497,1304,479,1.4063,81900
-116.99,33.92,26,503,69,293,59,3.7083,147500
-116.86,33.97,11,658,131,376,120,2.3977,58000
-116.79,33.99,16,319,68,212,67,1.4688,90000
-116.77,33.92,19,2307,525,1266,437,1.6875,63000
-116.81,33.9,17,2009,469,820,381,1.3286,81800
-116.89,33.86,2,6900,1238,1950,980,3.0417,146300
-116.95,33.86,1,6,2,8,2,1.625,55000
-116.86,33.84,18,521,118,174,74,2.7788,91100
-116.98,33.94,27,3459,640,1760,654,3.4545,89800
-116.98,33.93,40,2277,498,1391,453,1.9472,73200
-116.97,33.94,29,3197,632,1722,603,3.0432,91200
-116.97,33.93,29,2793,722,1583,626,1.424,73200
-116.98,33.93,33,376,83,267,88,2.1581,68300
-116.9,33.98,30,3915,672,1820,643,3.6339,98600
-116.93,33.93,13,7804,1594,3297,1469,2.0549,95600
-116.89,33.93,29,4549,916,2494,912,2.0976,72600
-116.88,33.93,37,1495,429,865,342,1.2188,55000
-116.9,33.93,34,3183,738,1820,647,2.2321,71800
-116.91,34,18,553,100,215,82,5.5,193800
-116.87,33.94,35,4448,906,2736,843,2.218,73400
-116.87,33.93,32,3141,812,2589,721,1.4556,54600
-116.87,33.91,37,1858,361,1632,310,2.7536,73100
-116.89,33.92,10,2653,621,1967,598,2.6643,81000
-116.75,33.83,16,5277,1070,657,276,3.3333,143400
-116.8,33.8,35,324,63,158,39,3.4167,100000
-116.71,33.75,25,10665,2161,1874,852,3.0625,150500
-116.68,33.71,21,3460,711,658,255,3.5882,161100
-116.74,33.62,11,2385,661,682,242,2.9141,214300
-116.8,33.52,3,830,145,272,104,3.8281,163500
-116.89,33.48,14,1016,219,443,169,2.8071,137500
-116.87,33.57,12,1153,265,446,195,3.038,128100
-116.72,33.56,13,3166,682,1250,475,2.355,122900
-116.48,33.61,8,1294,272,457,199,2.9167,115300
-116.57,33.64,10,489,82,183,74,6.2702,345500
-116.76,33.46,6,1251,268,544,216,3.0694,173400
-116.42,33.51,26,186,48,102,39,2.5625,103100
-116.6,33.49,16,3730,827,1346,592,2.183,113500
-116.69,33.5,13,1187,255,442,179,1.9107,155700
-116.39,33.82,15,11115,2257,4122,1653,2.7219,74400
-116.71,33.94,12,549,109,209,90,3.0208,66300
-116.51,33.89,21,1284,306,537,233,1.95,61000
-116.61,33.93,35,321,71,157,61,2.8056,68100
-116.57,33.94,29,551,166,224,107,1.1917,50000
-116.57,34,20,260,67,69,50,3.5208,76600
-116.44,33.93,17,5293,1266,1201,599,1.6849,88400
-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500
-116.52,33.97,13,3921,754,1902,665,3.3616,89600
-116.51,33.96,16,4913,1395,2518,1132,1.4665,61100
-116.53,33.95,18,2990,648,1280,532,2.625,68200
-116.5,33.95,10,7249,1882,4274,1621,1.6983,66600
-116.51,33.94,12,3369,780,1315,584,1.7388,66000
-116.48,33.96,11,1381,300,644,248,2.3382,89400
-116.47,33.94,18,2233,471,919,388,3.2578,85200
-116.48,33.94,10,3254,913,923,486,1.8,81000
-116.5,33.98,5,4332,868,1420,567,4.0417,146400
-116.51,33.84,16,980,193,454,185,4.0729,100000
-116.63,33.89,22,1540,364,610,268,1.5227,71000
-116.52,33.84,17,4465,859,853,445,3.6875,130400
-116.54,33.87,16,3648,1035,1687,581,1.9167,70400
-116.57,33.84,18,7962,1652,2009,921,3.3897,230200
-116.53,33.85,16,10077,2186,3048,1337,2.9647,110900
-116.55,33.84,28,2992,562,676,346,5.7613,500001
-116.53,33.84,28,8399,1839,3470,1340,2.5885,159000
-116.52,33.85,13,7559,1444,3189,1105,3.4886,112500
-116.5,33.82,16,343,85,29,14,2.1042,87500
-116.49,33.82,27,3316,636,2362,532,2.9569,65900
-116.52,33.82,21,10227,2315,3623,1734,2.5212,145200
-116.54,33.82,12,9482,2501,2725,1300,1.5595,115600
-116.56,33.83,36,1765,399,451,264,2.6083,321900
-116.48,33.8,15,3004,615,437,210,3.6667,90000
-116.5,33.81,26,5032,1229,3086,1183,2.5399,94800
-116.52,33.81,12,12396,2552,2548,1265,3.4394,162200
-116.54,33.81,31,6814,1714,2628,1341,2.1176,124100
-116.54,33.81,24,6087,1217,1721,833,3.1493,199400
-116.49,33.8,13,8789,1875,1274,688,3.7396,148900
-116.54,33.8,22,6050,1387,1432,890,2.2216,183900
-116.57,33.76,25,2616,547,581,343,3.1364,301600
-116.5,33.69,20,4810,1074,1304,740,2.25,248100
-116.54,33.79,18,9374,1780,1678,919,3.9737,235600
-116.53,33.78,18,2547,463,411,214,2.5489,220500
-116.53,33.88,5,4423,763,1906,667,4.6855,125200
-116.48,33.84,5,5480,1371,1050,485,1.7204,137500
-116.48,33.79,14,9425,2020,1711,1000,2.6298,145200
-116.47,33.84,3,9169,1512,3838,1270,4.3111,142500
-116.46,33.82,6,4863,920,3010,828,3.9508,104200
-116.47,33.81,7,10105,2481,6274,2095,2.4497,90900
-116.46,33.79,10,6960,1487,1130,661,2.1411,136400
-116.43,33.81,8,6710,1343,2069,781,3.5223,115100
-116.42,33.79,12,7095,1260,1179,570,4.9444,285000
-116.43,33.78,17,4293,712,1091,464,6.1437,232100
-116.45,33.78,16,5228,992,1177,639,3.0859,134600
-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700
-116.4,33.78,8,3059,500,612,208,6.8729,259200
-116.45,33.8,9,5534,1206,2283,1008,3.6161,99100
-116.36,33.78,6,24121,4522,4176,2221,3.3799,239300
-116.38,33.74,7,17579,3479,3581,1820,4.084,194500
-116.33,33.75,5,19107,3923,2880,1376,4.036,158500
-116.31,33.73,19,12467,2508,4086,1761,3.2846,131900
-116.46,33.78,25,1137,414,604,240,1.3801,55000
-116.46,33.78,33,2565,745,2301,638,2.5477,83000
-116.47,33.77,26,4300,767,1557,669,4.4107,122500
-116.47,33.78,27,1781,441,759,340,3.3162,113600
-116.38,33.73,10,11836,2405,3811,1570,4.0079,134500
-116.37,33.72,17,8626,1859,3497,1337,3.312,121300
-116.39,33.72,19,7646,1618,2496,1075,3.5569,128000
-116.38,33.71,17,12509,2460,2737,1423,4.5556,258100
-116.39,33.69,10,11659,2007,2186,1083,6.9833,238800
-116.37,33.72,19,6190,1355,2242,1043,3.0021,152300
-116.44,33.77,18,4872,1110,955,656,2.2439,97500
-116.43,33.75,24,2596,438,473,237,3.7727,500001
-116.44,33.74,5,846,249,117,67,7.9885,403300
-116.41,33.74,25,2475,476,910,387,3.3639,168800
-116.41,33.74,17,4289,893,958,440,2.4659,177800
-116.42,33.68,15,3895,782,900,529,2.2208,138300
-116.37,33.69,7,8806,1542,858,448,7.8005,318100
-116.33,33.72,11,12327,2000,2450,1139,7.4382,353100
-116.29,33.67,12,5048,842,883,391,5.6918,231300
-116.3,33.68,10,2387,481,863,304,2.8882,137500
-116.31,33.67,15,2214,410,1152,350,2.9187,93400
-116.31,33.67,11,4686,851,2466,731,3.3333,91800
-116.31,33.66,7,4497,831,2248,713,3.6354,98000
-116.31,33.65,8,3079,558,1572,474,4.5938,102600
-116.26,33.72,10,9404,1827,3208,1283,3.1086,105800
-116.25,33.69,5,1664,444,907,374,2.7667,92900
-116.22,33.7,9,3861,849,825,401,3.2833,124700
-116.24,33.76,9,1961,595,966,275,3.8125,96700
-116.29,33.74,6,12991,2555,4571,1926,4.7195,199300
-116.29,33.72,5,3584,760,1097,470,3.1771,167400
-116.25,33.81,24,880,187,507,169,3.4583,67500
-116.25,33.75,33,278,91,375,81,2.025,50000
-116.24,33.72,25,5236,1039,2725,935,3.775,93400
-116.24,33.71,10,9033,2224,5525,1845,2.7598,95000
-116.24,33.73,14,2774,566,1530,505,3.0682,104100
-116.22,33.74,26,4120,858,2918,815,3.3107,69400
-116.21,33.75,22,894,,830,202,3.0673,68200
-116.21,33.72,28,2488,714,2891,676,2.3169,68900
-116.22,33.73,38,1695,352,1279,305,2.1217,68500
-116.23,33.73,29,1133,221,918,239,2.8648,72100
-116.21,33.71,19,3114,787,3157,772,1.7083,82200
-116.22,33.72,28,826,258,979,245,1.7172,58800
-116.2,33.7,26,2399,625,2654,535,2.2989,60600
-116.23,33.72,32,4981,1326,3779,1186,1.7805,76900
-116.23,33.71,17,4874,1349,5032,1243,2.444,90000
-116.15,33.69,22,197,54,331,70,2.9286,112500
-116.11,33.64,20,1273,354,1548,355,2.0871,84700
-116.15,33.64,10,1711,499,1896,443,1.6557,65400
-116.2,33.63,23,1152,273,1077,235,2.5,96300
-116.21,33.66,19,1596,295,1201,282,3.8846,100900
-116.21,33.68,34,584,176,625,166,1.5809,100000
-116.25,33.68,16,926,189,238,118,3.0114,366700
-116.26,33.65,3,7437,1222,574,302,10.2948,382400
-116.17,33.53,13,1713,512,1978,442,2.1287,58600
-116.12,33.53,17,2421,820,2971,685,1.654,100000
-116.01,33.51,24,2985,958,4042,905,1.7344,66400
-115.84,33.49,20,1660,379,637,250,2.0347,68900
-116.16,33.68,12,1230,277,1334,260,2.2679,61400
-116.17,33.67,18,3585,800,3873,788,2.5714,65900
-116.17,33.66,22,639,203,664,153,1.9306,47500
-116.19,33.67,16,1859,476,1994,477,1.7297,67500
-116.18,33.67,25,2888,654,2940,660,2.2141,66700
-116.18,33.69,17,89,19,79,21,2.375,155000
-116.19,33.69,11,5692,1346,5682,1273,2.5383,74000
-116.08,33.86,16,381,89,182,75,2.425,76100
-115.22,33.54,18,1706,397,3424,283,1.625,53500
-114.67,33.92,17,97,24,29,15,1.2656,27500
-115.58,33.88,21,1161,282,724,186,3.1827,71700
-114.98,33.82,15,644,129,137,52,3.2097,71300
-114.49,33.97,17,2809,635,83,45,1.6154,87500
-114.65,33.6,28,1678,322,666,256,2.9653,94900
-114.68,33.49,20,1491,360,1135,303,1.6395,44400
-114.56,33.69,17,720,174,333,117,1.6509,85700
-114.57,33.64,14,1501,337,515,226,3.1917,73400
-114.57,33.57,20,1454,326,624,262,1.925,65500
-114.57,33.52,27,173,35,117,34,2.0833,45000
-114.59,33.61,34,4789,1175,3134,1056,2.1782,58400
-114.61,33.62,16,1187,261,1115,242,2.1759,61500
-114.6,33.62,16,3741,801,2434,824,2.6797,86500
-114.58,33.63,29,1387,236,671,239,3.3438,74000
-114.62,33.62,26,18,3,5,3,0.536,275000
-114.58,33.61,25,2907,680,1841,633,2.6768,82400
-114.6,33.6,21,1988,483,1182,437,1.625,62000
-121.43,38.58,35,5298,954,1933,918,3.9167,155700
-121.43,38.57,38,2507,446,888,448,4.0972,163700
-121.42,38.57,38,1878,338,710,342,3.7731,161400
-121.44,38.58,43,1806,339,764,341,3.9271,147100
-121.43,38.57,46,2443,476,939,457,3.5893,142000
-121.44,38.57,52,3080,545,975,495,3.776,164500
-121.44,38.58,42,2334,435,892,446,3.0208,148800
-121.45,38.58,44,2314,415,796,388,3.4914,153900
-121.45,38.57,48,1962,356,704,362,3.5313,147900
-121.46,38.58,52,4408,807,1604,777,3.8914,181600
-121.46,38.58,40,1394,397,689,353,1.7765,109800
-121.47,38.58,44,2092,555,878,528,1.5922,115100
-121.47,38.58,43,3807,952,1484,850,2.3266,137500
-121.47,38.58,52,2035,483,904,459,2.6976,109300
-121.48,38.58,52,576,146,273,127,2.01,94300
-121.48,38.58,48,2434,744,1281,662,1.6277,140600
-121.49,38.58,52,2151,664,1146,603,1.4034,90300
-121.48,38.59,52,1186,341,1038,320,1.6116,70500
-121.49,38.59,20,463,180,486,190,1.0313,85000
-121.49,38.58,52,1000,324,456,250,1.4375,168800
-121.5,38.58,5,761,306,2031,295,0.7526,162500
-121.5,38.58,20,4018,1220,1570,1122,2.5821,125000
-121.5,38.57,9,745,175,297,160,3.358,77500
-121.49,38.58,52,569,405,509,367,0.9196,137500
-121.48,38.58,42,1823,566,761,503,1.245,137500
-121.48,38.57,47,2438,804,1148,747,1.4301,141700
-121.48,38.57,52,567,193,272,187,1.625,187500
-121.49,38.57,49,1334,492,634,421,1.7568,93800
-121.49,38.57,38,2410,967,1091,829,1.2209,87900
-121.47,38.57,39,1360,368,589,338,2.1691,150000
-121.47,38.57,48,3136,926,1443,877,1.9034,123900
-121.48,38.57,38,2809,805,1243,785,1.8512,114100
-121.47,38.57,52,438,103,176,99,3.0217,200000
-121.47,38.57,50,3233,968,1223,837,1.2041,168100
-121.48,38.58,52,2501,757,1081,708,1.5872,157500
-121.45,38.57,52,2006,412,825,384,3.2963,236100
-121.45,38.56,52,3170,476,1027,457,4.63,233800
-121.46,38.56,52,1750,372,764,369,2.9191,111800
-121.46,38.57,52,810,172,326,151,3.1583,140000
-121.46,38.57,52,893,159,367,160,3.2386,213200
-121.46,38.57,52,1917,367,722,358,3.1484,158900
-121.46,38.57,52,1625,419,614,383,2.0549,156700
-121.43,38.56,41,1105,227,443,210,3.1827,131700
-121.44,38.56,45,2423,466,873,438,3.7167,131900
-121.44,38.56,52,906,165,257,166,2.8542,139400
-121.43,38.56,50,1533,288,532,257,2.5417,125900
-121.43,38.56,46,1316,244,452,245,3.0938,137800
-121.45,38.57,52,3994,635,1295,625,5.1169,232500
-121.45,38.56,52,3420,555,1301,530,4.0417,173800
-121.42,38.55,35,182,39,115,43,2.6417,98900
-121.43,38.55,44,3514,714,1509,656,2.7333,100100
-121.45,38.55,19,3374,808,1412,753,1.4889,77600
-121.46,38.56,52,1878,393,722,381,3.3348,122800
-121.45,38.56,51,1250,235,452,232,2.625,121200
-121.44,38.55,46,1698,383,726,386,2.9821,97000
-121.47,38.56,52,889,162,273,145,3.125,85600
-121.46,38.56,52,907,180,479,177,2.2125,104000
-121.46,38.55,52,3126,648,1789,558,1.7616,84100
-121.46,38.55,52,2094,463,1364,407,1.2235,68500
-121.47,38.55,48,1091,403,926,336,1.1458,65400
-121.47,38.56,52,1532,408,782,369,1.8911,85900
-121.47,38.56,51,2083,559,874,524,2.0221,95800
-121.47,38.56,44,1986,573,1044,490,1.7328,88100
-121.48,38.56,44,1151,263,518,258,2.0089,113600
-121.48,38.56,46,1476,344,688,353,2.7316,134700
-121.48,38.57,38,1145,324,596,288,1.78,114300
-121.49,38.56,42,900,239,506,231,1.2813,87500
-121.49,38.56,35,1521,457,987,455,1.9013,86900
-121.49,38.57,51,1492,385,736,365,1.7155,108800
-121.5,38.57,41,1124,344,807,316,1.4712,94600
-121.5,38.57,44,1375,351,766,321,2.1719,87500
-121.51,38.57,36,613,166,425,147,2.2031,93800
-121.5,38.57,45,858,254,510,200,1.0114,80000
-121.5,38.56,46,2646,645,1684,616,1.128,123100
-121.51,38.56,43,1048,312,1320,294,1.0649,137500
-121.51,38.55,45,3032,631,1341,597,2.8417,137900
-121.51,38.55,46,1485,278,531,291,2.7885,137200
-121.49,38.56,52,1844,392,667,353,3.0033,103500
-121.49,38.55,52,2515,460,836,442,3.3844,151100
-121.5,38.55,52,2784,455,957,448,5.6402,209800
-121.49,38.56,52,1777,368,624,350,3.6729,137800
-121.49,38.54,47,2313,536,779,442,2.5639,123000
-121.5,38.54,52,1145,133,334,138,8.338,405800
-121.49,38.55,51,4280,632,1486,621,5.0359,224100
-121.5,38.55,49,4094,634,1363,659,5.2362,236800
-121.5,38.54,44,1167,201,452,209,3.7344,179800
-121.48,38.55,52,2508,360,832,345,7.1035,228700
-121.48,38.55,52,2037,358,811,375,4.3929,162500
-121.48,38.56,50,1587,448,877,380,2.0833,94300
-121.48,38.55,52,1684,309,675,296,4.1467,175000
-121.48,38.55,52,2216,333,714,327,4.8603,191900
-121.48,38.56,52,814,216,327,181,2.8542,125000
-121.47,38.55,48,968,310,706,274,0.9948,65400
-121.47,38.55,29,1303,308,861,263,1.0208,55800
-121.47,38.54,47,2085,464,1346,402,1.2679,56700
-121.47,38.55,24,979,287,546,291,1.186,67000
-121.47,38.55,52,1384,295,561,244,2.0242,94600
-121.45,38.54,47,1159,250,810,244,2.7787,56000
-121.45,38.54,41,1278,308,839,280,1.4702,58300
-121.46,38.54,48,1001,205,605,175,1.8333,58200
-121.46,38.55,40,2077,435,1454,385,2.0074,57000
-121.42,38.54,29,1407,265,556,235,3.0521,108000
-121.43,38.54,43,2084,417,912,410,2.9769,92700
-121.43,38.54,44,1879,359,791,345,3.15,101500
-121.44,38.54,44,2570,509,1145,503,2.5694,92400
-121.45,38.54,48,3421,734,1441,727,1.9485,86600
-121.42,38.54,18,2525,501,1726,468,2.398,87600
-121.42,38.54,29,2358,493,1071,470,2.925,94300
-121.43,38.54,42,3321,688,1346,658,2.4618,101300
-121.44,38.54,39,2855,,1217,562,3.2404,93600
-121.44,38.54,47,2518,501,1308,471,2.5389,75700
-121.41,38.53,35,2061,371,1110,342,3.1944,79000
-121.41,38.53,37,1058,224,588,231,2.9737,72100
-121.42,38.53,37,1958,367,1171,366,2.8298,71200
-121.42,38.53,36,1581,288,832,291,3.4083,71800
-121.43,38.53,36,1488,294,846,279,3.1208,82700
-121.43,38.53,36,2430,426,1199,437,3.1667,81900
-121.44,38.53,37,1951,432,1089,411,2.3272,80600
-121.41,38.52,25,3087,720,2529,708,1.8689,66800
-121.42,38.51,21,3249,666,2611,663,1.9423,87800
-121.42,38.52,32,2828,556,1655,485,2.5574,72600
-121.43,38.52,43,2089,399,955,385,2.5898,72100
-121.43,38.52,30,3657,945,2925,899,1.3927,78300
-121.44,38.52,38,2080,388,995,380,2.7697,76600
-121.5,38.53,39,3184,593,1188,572,4.6923,192000
-121.5,38.53,37,3642,684,1508,657,3.5231,114300
-121.51,38.53,34,1613,265,631,266,4.25,191900
-121.51,38.53,36,2603,408,966,419,5.3135,216600
-121.5,38.52,37,2008,466,1261,427,2.2574,59100
-121.51,38.51,33,2918,439,1085,427,5.5208,171300
-121.51,38.51,31,1595,217,542,236,6.6112,251600
-121.51,38.52,30,3236,588,1167,569,4.0972,181400
-121.48,38.53,38,1451,315,786,340,2.3487,101600
-121.49,38.53,40,2966,536,1225,505,3.125,130600
-121.49,38.54,37,1655,393,841,355,1.6932,78400
-121.48,38.53,43,1378,280,708,280,2.3542,103900
-121.48,38.52,36,1824,357,906,356,2.9911,96400
